customer_id,tenure_months,contract_type,internet_service,online_security,tech_support,join_date,churn
CUST0813,29,Month-to-month,DSL,No,No,2023-11-05,Yes
CUST0814,45,One year,Fiber optic,No,Yes,2024-03-09,Yes
CUST0815,45,Month-to-month,Fiber optic,No,No,2024-08-15,Yes
CUST0816,3,One year,Fiber optic,Yes,No,2022-09-10,Yes
CUST0817,21,One year,,No,No,2023-03-22,No
CUST0818,41,Month-to-month,DSL,No,No,2024-07-09,Yes
CUST0819,60,One year,DSL,No,No,2023-04-05,Yes
CUST0820,42,One year,Fiber optic,Yes,No,2024-03-08,No
CUST0821,31,Month-to-month,,No,No,2022-03-05,Yes
CUST0822,23,Two year,DSL,No,Yes,2022-05-24,Yes
CUST0823,10,One year,Fiber optic,Yes,Yes,2022-05-03,Yes
CUST0824,52,One year,Fiber optic,No,Yes,2022-08-17,No
CUST0825,62,Month-to-month,Fiber optic,Yes,No,2023-05-17,Yes
CUST0826,34,Month-to-month,Fiber optic,Yes,No,2025-02-28,Yes
CUST0827,57,One year,Fiber optic,Yes,Yes,2023-06-11,No
CUST0828,2,Month-to-month,Fiber optic,No,No,2023-12-06,Yes
CUST0829,63,One year,DSL,No,No,2023-12-03,Yes
CUST0830,26,Month-to-month,,No,No,2024-12-09,No
CUST0831,13,Two year,DSL,Yes,Yes,2023-05-17,No
CUST0832,59,Month-to-month,DSL,No,Yes,2022-05-11,No
CUST0833,62,Month-to-month,Fiber optic,No,Yes,2022-06-20,Yes
CUST0834,2,Month-to-month,DSL,No,Yes,2024-07-23,No
CUST0835,23,Month-to-month,DSL,No,No,2023-07-18,No
CUST0836,1,Month-to-month,DSL,Yes,Yes,2023-09-16,Yes
CUST0837,14,One year,Fiber optic,No,No,2023-03-07,Yes
CUST0838,22,Two year,DSL,No,No,2023-06-23,No
CUST0839,46,One year,DSL,No,No,2022-04-24,No
CUST0840,26,Month-to-month,DSL,No,Yes,2023-10-30,Yes
CUST0841,14,Month-to-month,Fiber optic,No,Yes,2024-09-24,Yes
CUST0842,44,Month-to-month,,No,No,2022-06-01,Yes
CUST0843,39,Month-to-month,DSL,No,No,2022-02-14,Yes
CUST0844,58,One year,DSL,Yes,No,2023-06-15,Yes
CUST0845,51,One year,Fiber optic,Yes,No,2022-03-07,No
CUST0846,43,One year,Fiber optic,Yes,Yes,2022-06-29,No
CUST0847,56,One year,Fiber optic,Yes,No,2023-11-27,No
CUST0848,38,Month-to-month,DSL,Yes,No,2023-04-02,No
CUST0849,46,Two year,Fiber optic,Yes,Yes,2022-02-23,No
CUST0850,42,Two year,Fiber optic,Yes,No,2023-04-23,No
CUST0851,49,Month-to-month,Fiber optic,Yes,No,2023-02-11,Yes
CUST0852,67,Month-to-month,DSL,No,No,2023-01-27,Yes
CUST0853,15,Two year,DSL,No,No,2024-01-09,No
CUST0854,11,One year,Fiber optic,Yes,No,2022-04-03,Yes
CUST0855,61,One year,Fiber optic,No,No,2024-05-08,Yes
CUST0856,15,One year,DSL,No,No,2023-10-20,Yes
CUST0857,19,Two year,DSL,Yes,Yes,2023-04-02,Yes
CUST0858,69,Month-to-month,Fiber optic,Yes,No,2023-06-11,Yes
CUST0859,64,One year,DSL,Yes,Yes,2022-06-18,No
CUST0860,29,Month-to-month,DSL,No,No,2024-05-14,Yes
CUST0861,50,One year,,No,No,2023-05-03,Yes
CUST0862,52,Month-to-month,Fiber optic,No,Yes,2024-11-19,No
CUST0863,63,One year,DSL,No,No,2022-02-22,No
CUST0864,71,One year,DSL,No,No,2024-10-30,Yes
CUST0865,29,One year,Fiber optic,Yes,Yes,2023-04-17,No
CUST0866,22,One year,DSL,Yes,No,2024-03-31,No
CUST0867,18,One year,DSL,No,Yes,2022-05-17,Yes
CUST0868,32,Month-to-month,DSL,Yes,Yes,2023-07-20,Yes
CUST0869,57,Month-to-month,DSL,Yes,No,2024-08-22,Yes
CUST0870,10,Two year,Fiber optic,No,Yes,2022-08-20,No
CUST0871,38,Month-to-month,,No,No,2024-01-13,Yes
CUST0872,8,One year,DSL,No,No,2023-05-30,No
CUST0873,64,Month-to-month,DSL,No,No,2024-02-23,Yes
CUST0874,13,Month-to-month,DSL,No,No,2024-06-20,No
CUST0875,4,Month-to-month,Fiber optic,No,Yes,2022-02-28,Yes
CUST0876,32,Month-to-month,DSL,No,Yes,2025-01-25,No
CUST0877,12,Month-to-month,Fiber optic,Yes,No,2022-07-05,No
CUST0878,34,Two year,DSL,No,No,2023-10-24,Yes
CUST0879,72,Month-to-month,Fiber optic,Yes,Yes,2024-04-08,No
CUST0880,50,Month-to-month,Fiber optic,No,Yes,2022-03-25,Yes
CUST0881,29,Month-to-month,Fiber optic,Yes,Yes,2022-02-12,No
CUST0882,24,One year,Fiber optic,No,No,2023-06-24,No
CUST0883,46,Month-to-month,DSL,Yes,Yes,2024-11-05,No
CUST0884,45,One year,Fiber optic,Yes,No,2024-07-31,No
CUST0885,58,Month-to-month,DSL,Yes,Yes,2023-07-20,Yes
CUST0886,18,Two year,DSL,No,No,2024-11-06,No
CUST0887,7,One year,DSL,Yes,Yes,2023-02-03,Yes
CUST0888,64,One year,DSL,No,No,2024-08-29,Yes
CUST0889,56,Two year,DSL,No,Yes,2022-06-17,No
CUST0890,8,One year,DSL,Yes,Yes,2025-02-27,Yes
CUST0891,69,Month-to-month,Fiber optic,Yes,No,2022-12-30,Yes
CUST0892,16,One year,DSL,No,Yes,2022-07-24,Yes
CUST0893,71,One year,,No,No,2023-05-20,No
CUST0894,46,Month-to-month,DSL,Yes,Yes,2024-12-15,No
CUST0895,42,Month-to-month,DSL,No,No,2022-02-18,Yes
CUST0896,37,One year,Fiber optic,Yes,Yes,2025-01-16,Yes
CUST0897,50,Month-to-month,DSL,No,Yes,2022-04-02,No
CUST0898,27,Month-to-month,Fiber optic,Yes,No,2023-08-18,Yes
CUST0899,50,One year,Fiber optic,Yes,Yes,2023-06-13,No
CUST0900,35,Month-to-month,Fiber optic,No,No,2024-09-26,Yes
CUST0901,29,Month-to-month,DSL,No,Yes,2023-06-10,No
CUST0902,34,Month-to-month,Fiber optic,Yes,Yes,2022-09-18,Yes
CUST0903,50,Month-to-month,Fiber optic,Yes,No,2022-10-20,Yes
CUST0904,27,One year,DSL,Yes,No,2022-12-26,Yes
CUST0905,38,Month-to-month,Fiber optic,No,No,2023-05-19,Yes
CUST0906,15,One year,Fiber optic,Yes,No,2022-08-01,No
CUST0907,16,Two year,DSL,Yes,Yes,2024-03-01,No
CUST0908,63,One year,,No,No,2022-11-10,Yes
CUST0909,33,Two year,DSL,No,Yes,2025-01-13,No
CUST0910,52,Month-to-month,Fiber optic,No,No,2024-03-27,Yes
CUST0911,25,Two year,Fiber optic,No,No,2024-04-16,Yes
CUST0912,58,Month-to-month,Fiber optic,No,Yes,2022-11-17,Yes
CUST0913,27,Month-to-month,DSL,Yes,No,2022-11-05,Yes
CUST0914,68,One year,Fiber optic,Yes,Yes,2022-04-19,No
CUST0915,20,Two year,DSL,No,No,2023-08-17,Yes
CUST0916,16,Month-to-month,DSL,No,No,2022-08-21,No
CUST0917,49,Month-to-month,Fiber optic,No,No,2022-02-10,No
CUST0918,9,Month-to-month,Fiber optic,Yes,Yes,2023-02-08,No
CUST0919,64,Month-to-month,DSL,Yes,No,2023-07-28,No
CUST0920,31,One year,,No,No,2024-07-27,No
CUST0921,3,Month-to-month,DSL,No,Yes,2024-02-08,Yes
CUST0922,44,Month-to-month,DSL,Yes,No,2024-07-10,No
CUST0923,17,One year,DSL,No,Yes,2022-06-28,No
CUST0924,10,Month-to-month,Fiber optic,No,No,2022-09-07,Yes
CUST0925,12,Month-to-month,DSL,Yes,Yes,2023-01-30,Yes
CUST0926,37,One year,Fiber optic,No,Yes,2023-02-09,Yes
CUST0927,10,Month-to-month,Fiber optic,Yes,Yes,2023-08-31,Yes
CUST0928,45,One year,Fiber optic,No,No,2022-05-09,No
CUST0929,58,Month-to-month,DSL,No,Yes,2023-10-16,Yes
CUST0930,63,Month-to-month,DSL,Yes,Yes,2024-08-03,Yes
CUST0931,58,Month-to-month,DSL,Yes,Yes,2022-11-02,Yes
CUST0932,24,Month-to-month,DSL,No,No,2022-11-21,Yes
CUST0933,64,Month-to-month,DSL,Yes,No,2023-10-25,No
CUST0934,28,Month-to-month,DSL,Yes,No,2024-05-28,Yes
CUST0935,17,Month-to-month,DSL,No,No,2023-10-31,No
CUST0936,36,Month-to-month,DSL,Yes,Yes,2023-04-14,No
CUST0937,61,Two year,Fiber optic,No,Yes,2024-10-02,Yes
CUST0938,58,Month-to-month,Fiber optic,Yes,No,2023-05-21,Yes
CUST0939,19,One year,DSL,No,Yes,2022-09-04,Yes
CUST0940,49,Month-to-month,DSL,No,Yes,2024-05-13,Yes
CUST0941,49,Month-to-month,Fiber optic,Yes,No,2024-07-17,Yes
CUST0942,42,Month-to-month,DSL,No,Yes,2024-03-21,Yes
CUST0943,6,Two year,Fiber optic,Yes,No,2022-11-07,Yes
CUST0944,44,Month-to-month,DSL,No,Yes,2024-03-21,Yes
CUST0945,15,One year,DSL,Yes,Yes,2023-04-07,No
CUST0946,41,Month-to-month,Fiber optic,Yes,No,2024-04-29,Yes
CUST0947,63,Month-to-month,Fiber optic,No,Yes,2022-01-16,No
CUST0948,50,Month-to-month,Fiber optic,No,Yes,2022-09-02,Yes
CUST0949,24,Month-to-month,DSL,Yes,Yes,2023-09-04,No
CUST0950,60,Month-to-month,Fiber optic,No,Yes,2023-03-20,No
CUST0951,42,Month-to-month,Fiber optic,No,No,2023-05-24,Yes
CUST0952,36,Two year,DSL,Yes,Yes,2023-01-26,No
CUST0953,3,Month-to-month,DSL,Yes,No,2023-02-24,Yes
CUST0954,23,Month-to-month,DSL,No,No,2022-05-10,Yes
CUST0955,5,Month-to-month,DSL,Yes,Yes,2023-07-30,No
CUST0956,35,Two year,Fiber optic,Yes,Yes,2024-06-10,No
CUST0957,47,Month-to-month,Fiber optic,Yes,No,2025-02-02,Yes
CUST0958,52,Month-to-month,Fiber optic,Yes,No,2024-06-03,Yes
CUST0959,70,Two year,DSL,Yes,No,2022-11-23,No
CUST0960,51,Month-to-month,DSL,Yes,Yes,2025-02-01,No
CUST0961,15,Month-to-month,DSL,No,No,2024-04-15,No
CUST0962,25,One year,,No,No,2022-05-28,No
CUST0963,13,Two year,DSL,No,Yes,2022-05-27,Yes
CUST0964,39,Month-to-month,DSL,No,Yes,2024-10-20,Yes
CUST0965,69,One year,Fiber optic,No,No,2024-09-25,No
CUST0966,13,Month-to-month,DSL,No,Yes,2024-07-13,Yes
CUST0967,57,Month-to-month,DSL,No,Yes,2024-11-24,Yes
CUST0968,43,Month-to-month,,No,No,2023-05-26,Yes
CUST0969,39,Month-to-month,Fiber optic,No,Yes,2022-08-26,Yes
CUST0970,64,Month-to-month,DSL,No,Yes,2024-06-12,Yes
CUST0971,52,Month-to-month,,No,No,2022-06-26,Yes
CUST0972,34,Month-to-month,Fiber optic,No,Yes,2022-10-29,Yes
CUST0973,2,Month-to-month,Fiber optic,Yes,No,2023-05-15,No
CUST0974,28,Month-to-month,Fiber optic,Yes,Yes,2022-10-25,No
CUST0975,53,One year,DSL,No,No,2023-10-19,No
CUST0976,29,One year,Fiber optic,No,Yes,2024-10-15,No
CUST0977,19,One year,DSL,No,No,2023-12-01,Yes
CUST0978,63,Month-to-month,Fiber optic,Yes,No,2023-12-03,Yes
CUST0979,37,Month-to-month,,No,No,2023-01-27,Yes
CUST0980,34,Month-to-month,DSL,Yes,No,2025-01-16,No
CUST0981,38,One year,Fiber optic,No,Yes,2024-02-07,Yes
CUST0982,44,Month-to-month,DSL,No,No,2023-06-06,No
CUST0983,54,Month-to-month,DSL,No,Yes,2022-09-02,Yes
CUST0984,36,Month-to-month,DSL,Yes,No,2022-05-03,Yes
CUST0985,31,Month-to-month,Fiber optic,No,No,2025-02-07,Yes
CUST0986,70,One year,DSL,No,No,2024-04-12,Yes
CUST0987,14,Month-to-month,DSL,No,No,2022-06-17,Yes
CUST0988,70,One year,Fiber optic,No,No,2024-03-05,No
CUST0989,49,Month-to-month,DSL,No,No,2023-04-18,Yes
CUST0990,9,Month-to-month,DSL,No,No,2024-07-01,No
CUST0991,34,Month-to-month,Fiber optic,Yes,Yes,2023-04-14,Yes
CUST0992,11,Month-to-month,DSL,Yes,No,2023-04-15,Yes
CUST0993,7,Month-to-month,Fiber optic,Yes,No,2022-12-10,Yes
CUST0994,13,Month-to-month,Fiber optic,No,No,2023-01-18,Yes
CUST0995,3,Month-to-month,DSL,Yes,Yes,2023-05-11,No
CUST0996,59,Month-to-month,DSL,Yes,Yes,2023-08-12,Yes
CUST0997,60,Two year,DSL,No,No,2024-10-27,No
CUST0998,15,One year,DSL,No,Yes,2022-02-02,Yes
CUST0999,39,Month-to-month,,No,No,2024-03-28,Yes
CUST1000,7,Month-to-month,Fiber optic,Yes,No,2024-03-02,Yes
